date_sold,suburb,price,hedonic_price,hedonic_residual,hedonic_residual_pct,investment_score
2021-06-08,ROSEVILLE,90000.0,180000.0,-90000.0,-50.0,100
2004-07-06,NORTHBRIDGE,535000.0,1070000.0,-535000.0,-50.0,100
2011-06-22,NORTH WILLOUGHBY,224000.0,422857.14285714284,-198857.14285714284,-47.027027027027025,100
2021-06-17,WILLOUGHBY,815000.0,1106707.6502732239,-291707.6502732239,-26.358148893360152,100
2004-07-02,ROSEVILLE,530000.0,904456.5217391305,-374456.5217391305,-41.40127388535032,100
2021-06-18,WILLOUGHBY,2500000.0,2989690.7216494847,-489690.7216494847,-16.37931034482759,100
2021-06-19,NORTH WILLOUGHBY,1021000.0,1286313.6200716847,-265313.6200716847,-20.625889046941687,100
2011-06-27,NORTH WILLOUGHBY,520000.0,612413.0434782609,-92413.04347826086,-15.089986155976003,100
2004-06-29,NORTHBRIDGE,420000.0,821639.344262295,-401639.34426229505,-48.88268156424581,100
2011-07-09,CASTLE COVE,900000.0,1331162.7906976745,-431162.7906976745,-32.38993710691824,100
2004-05-20,WILLOUGHBY,1270000.0,1624509.2024539877,-354509.2024539877,-21.822541966426854,100
2004-05-20,NORTH WILLOUGHBY,900000.0,1800000.0,-900000.0,-50.0,100
2021-10-07,NORTHBRIDGE,5200000.0,6911081.081081081,-1711081.0810810812,-24.758515505846468,100
2012-11-30,CASTLECRAG,1268000.0,2015024.1975308643,-747024.1975308643,-37.072715972653825,100
2021-09-16,NORTH WILLOUGHBY,1145000.0,1741577.1028037383,-596577.1028037383,-34.254992319508446,100
2004-04-16,ROSEVILLE,475000.0,943522.7272727272,-468522.7272727272,-49.65675057208237,100
2004-04-16,ROSEVILLE,875000.0,1340000.0,-465000.0,-34.701492537313435,100
2004-04-16,CASTLECRAG,635000.0,932016.1290322581,-297016.12903225806,-31.868131868131865,100
2011-08-01,NORTHBRIDGE,1220000.0,2440000.0,-1220000.0,-50.0,100
2004-04-16,ROSEVILLE,492000.0,984000.0,-492000.0,-50.0,100
2021-09-20,WILLOUGHBY EAST,1850000.0,2351821.862348178,-501821.86234817794,-21.337579617834386,100
2004-04-14,NORTHBRIDGE,1140000.0,1928411.214953271,-788411.214953271,-40.88397790055249,100
2004-04-14,WILLOUGHBY,976000.0,1159685.393258427,-183685.39325842704,-15.839243498817973,100
2021-09-25,WILLOUGHBY,1030000.0,1365585.8846153847,-335585.88461538474,-24.57449863798951,100
2021-09-28,CASTLECRAG,3218000.0,4608635.714285714,-1390635.7142857136,-30.174563591022434,100
2004-04-05,NORTHBRIDGE,1505000.0,1872500.0,-367500.0,-19.626168224299064,100
2004-04-02,NORTHBRIDGE,2220000.0,2630347.1882640584,-410347.18826405844,-15.600495253817574,100
2004-05-19,NORTHBRIDGE,500000.0,1000000.0,-500000.0,-50.0,100
2004-04-02,WILLOUGHBY EAST,735000.0,1220000.0,-485000.0,-39.75409836065574,100
2021-10-08,CASTLE COVE,1000000.0,1219819.8198198196,-219819.81981981965,-18.020679468242236,100
2004-03-31,NORTHBRIDGE,946000.0,1892000.0,-946000.0,-50.0,100
2004-03-30,ROSEVILLE,720000.0,1257631.5789473685,-537631.5789473685,-42.74952919020716,100
2021-10-11,ROSEVILLE,970000.0,1282555.5555555555,-312555.5555555555,-24.36974789915966,100
2021-10-14,ROSEVILLE,4450000.0,7026604.9382716045,-2576604.9382716045,-36.669272869429236,100
2011-08-05,NORTH WILLOUGHBY,2350000.0,3074455.337690632,-724455.3376906319,-23.563696919233973,100
2012-11-15,NORTH WILLOUGHBY,741800.0,872705.8823529412,-130905.8823529412,-15.000000000000002,100
2012-11-10,CASTLECRAG,1990000.0,2758551.7241379307,-768551.7241379307,-27.860696517412926,100
2021-10-27,ROSEVILLE,3760000.0,4712051.282051282,-952051.282051282,-20.204603580562658,100
2012-11-09,NORTH WILLOUGHBY,825000.0,1085985.5769230768,-260985.57692307676,-24.032140248356455,100
2004-03-22,ROSEVILLE,650000.0,1237272.7272727273,-587272.7272727273,-47.46509919177076,100
2012-11-06,ROSEVILLE,71800.0,143600.0,-71800.0,-50.0,100
2004-04-21,ROSEVILLE,135000.0,270000.0,-135000.0,-50.0,100
2011-07-22,NORTHBRIDGE,3476000.0,6789380.116959064,-3313380.1169590643,-48.80239520958084,100
2004-04-23,ROSEVILLE,900000.0,1599500.0,-699500.0,-43.732416380118785,100
2021-09-11,NORTH WILLOUGHBY,3650000.0,5136614.583333333,-1486614.583333333,-28.94152479644707,100
2012-12-01,NORTHBRIDGE,690000.0,933129.9212598426,-243129.92125984258,-26.055312954876282,100
2004-05-14,NORTHBRIDGE,1332500.0,1586747.396,-254247.39599999995,-16.023180289498328,100
2011-07-12,NORTHBRIDGE,960000.0,1920000.0,-960000.0,-50.0,100
2011-07-13,WILLOUGHBY,1340000.0,1686980.132450331,-346980.132450331,-20.56812204103103,100
2004-05-13,CASTLECRAG,1420000.0,1731530.612244898,-311530.612244898,-17.991631799163184,100
2011-07-14,CASTLECRAG,1450000.0,1813668.6009026433,-363668.6009026433,-20.05154639175257,100
2004-05-07,WILLOUGHBY,405000.0,810000.0,-405000.0,-50.0,100
2021-07-26,ROSEVILLE,1100000.0,1299653.1791907514,-199653.1791907514,-15.36203522504892,100
2021-07-26,ROSEVILLE,1100000.0,1304466.8587896253,-204466.85878962534,-15.674362089914945,100
2004-05-05,MIDDLE COVE,965000.0,1199816.6666666667,-234816.66666666674,-19.57104557640751,100
2021-07-30,NORTHBRIDGE,4150000.0,7346796.875000001,-3196796.875000001,-43.512797881729924,100
2021-08-06,NORTH WILLOUGHBY,690000.0,920916.3346613547,-230916.33466135466,-25.07462686567165,100
2021-08-19,ROSEVILLE,2535000.0,3904352.6785714286,-1369352.6785714286,-35.07246376811594,100
2004-04-30,NORTHBRIDGE,1311000.0,2039296.3995943204,-728296.3995943204,-35.713121434392825,100
2004-04-30,WILLOUGHBY,350000.0,700000.0,-350000.0,-50.0,100
2004-04-29,NORTH WILLOUGHBY,960000.0,1920000.0,-960000.0,-50.0,100
2004-04-28,NORTHBRIDGE,643500.0,1287000.0,-643500.0,-50.0,100
2004-04-28,NORTHBRIDGE,612000.0,1224000.0,-612000.0,-50.0,100
2004-04-28,NORTHBRIDGE,450000.0,740506.3291139241,-290506.32911392406,-39.23076923076923,100
2004-04-28,ROSEVILLE,670000.0,874313.1868131869,-204313.18681318685,-23.368421052631582,100
2021-08-19,NORTH WILLOUGHBY,846500.0,1109094.4123314067,-262594.4123314067,-23.676470588235308,100
2012-12-01,NORTH WILLOUGHBY,1200000.0,1669043.1519699811,-469043.15196998115,-28.10251798561151,100
2021-09-03,NORTH WILLOUGHBY,533125.0,963259.9431818182,-430134.94318181823,-44.65408805031446,100
2004-04-23,NORTHBRIDGE,380000.0,760000.0,-380000.0,-50.0,100
2004-04-23,CASTLECRAG,1075000.0,2097724.438902743,-1022724.4389027432,-48.753993610223645,100
2011-07-22,NORTH WILLOUGHBY,875000.0,1125361.2716763006,-250361.27167630056,-22.24719101123595,100
2021-09-04,ROSEVILLE,3100000.0,4549350.64935065,-1449350.6493506497,-31.85840707964602,100
2003-09-20,NORTHBRIDGE,1375000.0,2750000.0,-1375000.0,-50.0,100
2011-11-03,WILLOUGHBY EAST,1262500.0,1838562.874251497,-576062.874251497,-31.33223684210526,100
2011-06-03,ROSEVILLE,1915000.0,2256907.2916666665,-341907.2916666665,-15.149372458900471,100
2012-06-01,NORTHBRIDGE,1600000.0,1966021.8671152228,-366021.86711522285,-18.61738535249829,100
2023-06-26,ROSEVILLE,2650000.0,3261538.4615384615,-611538.4615384615,-18.75,100
2023-06-26,WILLOUGHBY,3980000.0,4754630.872483221,-774630.8724832209,-16.292134831460665,100
2012-06-01,NORTHBRIDGE,585000.0,1170000.0,-585000.0,-50.0,100
2012-06-01,CASTLECRAG,1362000.0,1997738.731856379,-635738.731856379,-31.822916666666668,100
2023-07-01,WILLOUGHBY,750000.0,1058141.4473684211,-308141.4473684211,-29.121007227792028,100
2012-06-01,ROSEVILLE,1900000.0,2431194.1964285714,-531194.1964285714,-21.849105974705623,100
2023-07-10,NORTHBRIDGE,4500000.0,6380597.014925374,-1880597.0149253737,-29.473684210526326,100
2003-04-08,WILLOUGHBY,700000.0,912500.0,-212500.0,-23.28767123287671,100
2003-04-08,ROSEVILLE,1175000.0,1592500.0,-417500.0,-26.21664050235479,100
2003-04-07,ROSEVILLE,960000.0,1739720.9302325582,-779720.9302325582,-44.81873596406801,100
2023-07-12,ROSEVILLE,202550.0,405100.0,-202550.0,-50.0,100
2023-07-31,ROSEVILLE,888008.0,1211013.2193995381,-323005.2193995381,-26.6723116003387,100
2003-04-05,CASTLECRAG,525000.0,1050000.0,-525000.0,-50.0,100
2003-04-04,ROSEVILLE,720000.0,1297500.0000000002,-577500.0000000002,-44.50867052023123,100
2023-06-16,NORTH WILLOUGHBY,915000.0,1212898.2843137255,-297898.28431372554,-24.560862865947612,100
2023-08-04,ROSEVILLE,200000.0,400000.0,-200000.0,-50.0,100
2003-04-02,ROSEVILLE,662000.0,1316130.2342086586,-654130.2342086586,-49.70102632753235,100
2023-08-22,NORTH WILLOUGHBY,6000000.0,7868005.738880917,-1868005.7388809174,-23.741794310722092,100
2003-03-31,WILLOUGHBY,725000.0,1214010.0671140938,-489010.0671140938,-40.28056112224448,100
2023-09-12,ROSEVILLE,520000.0,1040000.0,-520000.0,-50.0,100
2024-05-16,ROSEVILLE CHASE,3200000.0,3822222.222222222,-622222.222222222,-16.279069767441857,100
2012-05-28,NORTHBRIDGE,1850000.0,2675711.009174312,-825711.009174312,-30.859498889946085,100
2024-07-04,CASTLE COVE,2500000.0,4259812.28668942,-1759812.2866894202,-41.3119679519279,100
2012-05-23,ROSEVILLE,780000.0,1229086.68868851,-449086.6886885101,-36.538243626062325,100
2003-03-28,WILLOUGHBY,370000.0,658490.0990099009,-288490.09900990094,-43.810848400556324,100
2012-05-18,NORTH WILLOUGHBY,1010500.0,1332639.2617449665,-322139.2617449665,-24.173027989821886,100
2003-03-27,WILLOUGHBY,390000.0,780000.0,-390000.0,-50.0,100
2024-08-28,NORTH WILLOUGHBY,867500.0,1054412.8453850676,-186912.84538506763,-17.726723095526,100
2003-04-12,ROSEVILLE,545000.0,1090000.0,-545000.0,-50.0,100
2003-04-15,ROSEVILLE,180000.0,360000.0,-180000.0,-50.0,100
2011-12-23,ROSEVILLE,8500000.0,14586607.142857142,-6086607.142857142,-41.72736732570239,100
2003-05-01,NORTH WILLOUGHBY,1275000.0,1617500.0,-342500.0,-21.174652241112828,100
2023-04-19,CASTLE COVE,3100000.0,4361216.730038023,-1261216.7300380226,-28.91891891891892,100
2023-04-20,ROSEVILLE,363000.0,726000.0,-363000.0,-50.0,100
2003-05-16,NORTHBRIDGE,553000.0,948732.0028510336,-395732.0028510336,-41.71167428334026,100
2023-04-21,NORTHBRIDGE,1500000.0,1879166.6666666667,-379166.66666666674,-20.17738359201774,100
2012-06-07,ROSEVILLE,544000.0,731370.0384122919,-187370.0384122919,-25.619047619047613,100
2023-04-22,NORTH WILLOUGHBY,990000.0,1312858.208955224,-322858.2089552239,-24.592009003939225,100
2023-04-26,ROSEVILLE,320000.0,640000.0,-320000.0,-50.0,100
2023-04-26,ROSEVILLE,550000.0,1100000.0,-550000.0,-50.0,100
2003-05-12,WILLOUGHBY,755000.0,937211.3163972286,-182211.31639722863,-19.441860465116278,100
2012-01-03,ROSEVILLE,600000.0,983865.1728553138,-383865.17285531375,-39.01603425409231,100
2023-05-02,WILLOUGHBY,255000.0,510000.0,-255000.0,-50.0,100
2003-05-07,NORTHBRIDGE,545000.0,1090000.0,-545000.0,-50.0,100
2012-06-02,ROSEVILLE,730000.0,1239272.4756335283,-509272.4756335283,-41.09447160707602,100
2003-04-30,NORTHBRIDGE,455000.0,647060.3015075377,-192060.30150753772,-29.681978798586577,100
2003-04-15,NORTHBRIDGE,922000.0,1825999.9999999998,-903999.9999999998,-49.507119386637456,100
2003-04-29,NORTHBRIDGE,850000.0,1263500.0,-413500.0,-32.72655322516818,100
2003-04-29,NORTHBRIDGE,625000.0,1250000.0,-625000.0,-50.0,100
2023-05-05,ROSEVILLE,622000.0,1012202.0373514432,-390202.0373514432,-38.549817423056865,100
2012-01-13,CASTLECRAG,1620000.0,2013660.0,-393660.0,-19.549477071600965,100
2012-01-14,MIDDLE COVE,1425000.0,1687781.1094452774,-262781.10944527737,-15.569620253164556,100
2023-05-27,ROSEVILLE,1275000.0,1515046.2962962964,-240046.2962962964,-15.84415584415585,100
2023-05-31,NORTHBRIDGE,1750000.0,2092741.935483871,-342741.935483871,-16.377649325626205,100
2023-05-31,NORTHBRIDGE,1200000.0,1435023.0414746546,-235023.04147465457,-16.377649325626216,100
2023-05-31,NORTHBRIDGE,1750000.0,2162500.0,-412500.0,-19.07514450867052,100
2023-05-31,NORTHBRIDGE,1450000.0,1791785.714285714,-341785.7142857141,-19.075144508670512,100
2023-06-15,WILLOUGHBY,2861500.0,3970976.895306859,-1109476.8953068592,-27.939646201873046,100
2012-01-17,ROSEVILLE,115000.0,230000.0,-115000.0,-50.0,100
2003-04-16,NORTHBRIDGE,1102000.0,1426000.0,-324000.0,-22.720897615708274,100
2012-02-03,NORTHBRIDGE,693000.0,1198503.6863067928,-505503.6863067928,-42.1779,100
2003-03-26,WILLOUGHBY,430000.0,553027.7777777778,-123027.77777777775,-22.246220302375807,100
2003-03-26,ROSEVILLE,290000.0,388308.8803088803,-98308.8803088803,-25.31718569780853,100
2012-03-21,CASTLE COVE,1600000.0,1988676.103247294,-388676.10324729397,-19.544464913749792,100
2024-12-05,CASTLE COVE,5400000.0,7623000.0,-2223000.0,-29.161747343565526,100
2003-02-18,WILLOUGHBY,361000.0,722000.0,-361000.0,-50.0,100
2012-03-09,NORTHBRIDGE,1300000.0,1920779.8165137614,-620779.8165137614,-32.31915554175722,100
2003-02-14,NORTHBRIDGE,400000.0,800000.0,-400000.0,-50.0,100
2003-02-14,WILLOUGHBY,479000.0,958000.0,-479000.0,-50.0,100
2025-01-21,ROSEVILLE,3250000.0,6500000.0,-3250000.0,-50.0,100
2025-02-03,NORTH WILLOUGHBY,4200000.0,6176470.5882352935,-1976470.5882352935,-31.999999999999996,100
2012-03-26,ROSEVILLE,770000.0,1540000.0,-770000.0,-50.0,100
2012-03-22,ROSEVILLE,3365000.0,5480957.627118644,-2115957.6271186443,-38.60561914672216,100
2003-01-31,ROSEVILLE,680000.0,1360000.0,-680000.0,-50.0,100
2012-03-12,NORTHBRIDGE,734500.0,1043657.7272727273,-309157.7272727273,-29.62252079334613,100
2003-01-29,WILLOUGHBY,690000.0,1380000.0,-690000.0,-50.0,100
2003-01-28,CASTLECRAG,420000.0,840000.0,-420000.0,-50.0,100
2012-03-19,NORTHBRIDGE,878000.0,1546477.2727272727,-668477.2727272727,-43.225806451612904,100
2003-03-25,WILLOUGHBY,785000.0,1073000.0,-288000.0,-26.84063373718546,100
2025-03-28,ROSEVILLE,970000.0,1234470.5549263873,-264470.55492638727,-21.423804226918797,100
2003-01-17,WILLOUGHBY,775000.0,1137500.0,-362500.0,-31.868131868131865,100
2025-05-09,NORTH WILLOUGHBY,3200000.0,4389048.239895698,-1189048.2398956977,-27.09125475285171,100
2003-01-08,NORTHBRIDGE,177012.0,354024.0,-177012.0,-50.0,100
2025-05-15,ROSEVILLE,2585000.0,4030802.658486708,-1445802.658486708,-35.8688524590164,100
2025-05-19,ROSEVILLE,4350000.0,5353846.153846154,-1003846.153846154,-18.750000000000004,100
2002-12-26,NORTHBRIDGE,1000000.0,1488506.0,-488506.0,-32.818544231598665,100
2012-03-15,ROSEVILLE,82000.0,164000.0,-82000.0,-50.0,100
2002-12-23,WILLOUGHBY,290000.0,498675.2688172043,-208675.26881720428,-41.84592296148074,100
2025-06-04,NORTHBRIDGE,1200000.0,2400000.0,-1200000.0,-50.0,100
2002-12-20,NORTHBRIDGE,1225000.0,1885000.0,-660000.0,-35.0132625994695,100
2025-06-06,CASTLE COVE,3625000.0,4737737.341772152,-1112737.341772152,-23.48668280871671,100
2002-12-19,WILLOUGHBY,450000.0,700540.5405405405,-250540.54054054047,-35.763888888888886,100
2024-12-03,ROSEVILLE,3300000.0,6600000.0,-3300000.0,-50.0,100
2003-02-21,ROSEVILLE,385000.0,770000.0,-385000.0,-50.0,100
2012-03-09,NORTH WILLOUGHBY,456000.0,550173.9130434783,-94173.91304347827,-17.117117117117118,100
2012-04-05,CASTLE COVE,1250000.0,1773165.0182196773,-523165.01821967727,-29.504587155963304,100
2012-02-14,ROSEVILLE,107000.0,214000.0,-107000.0,-50.0,100
2012-02-14,ROSEVILLE,187000.0,374000.0,-187000.0,-50.0,100
2024-09-12,WILLOUGHBY,950000.0,1487500.0,-537500.0,-36.134453781512605,100
2003-03-24,ROSEVILLE,279000.0,542755.1349030273,-263755.1349030273,-48.59560378920262,100
2012-05-14,WILLOUGHBY,465000.0,610436.170212766,-145436.17021276604,-23.824959481361436,100
2012-05-08,NORTHBRIDGE,2700000.0,3596069.8689956334,-896069.8689956334,-24.918032786885252,100
2003-03-21,MIDDLE COVE,1175000.0,2350000.0,-1175000.0,-50.0,100
2003-03-20,ROSEVILLE,370000.0,740000.0,-370000.0,-50.0,100
2024-09-13,WILLOUGHBY,1290000.0,1587028.662420382,-297028.662420382,-18.716023815687283,100
2003-03-17,ROSEVILLE,875000.0,1121750.0,-246750.0,-21.996879875195006,100
2003-03-13,ROSEVILLE CHASE,970000.0,1899999.9999999998,-929999.9999999998,-48.94736842105262,100
2003-03-11,WILLOUGHBY,420000.0,553875.0,-133875.0,-24.170616113744074,100
2003-03-11,WILLOUGHBY,430000.0,552159.0909090909,-122159.09090909094,-22.123893805309738,100
2024-09-19,ROSEVILLE,2500000.0,3550000.0000000005,-1050000.0000000005,-29.577464788732406,100
2003-03-07,WILLOUGHBY,642000.0,885000.0,-243000.0,-27.45762711864407,100
2003-03-06,NORTHBRIDGE,1000000.0,1892499.9999999998,-892499.9999999998,-47.15984147952443,100
2024-09-19,ROSEVILLE,2500000.0,3791666.6666666665,-1291666.6666666665,-34.06593406593406,100
2003-03-04,ROSEVILLE,475000.0,609499.5,-134499.5,-22.067204320922333,100
2012-02-27,ROSEVILLE,1012000.0,2024000.0,-1012000.0,-50.0,100
2012-02-28,NORTHBRIDGE,1575000.0,1862500.0,-287500.0,-15.436241610738255,100
2024-10-04,ROSEVILLE,3005300.0,4234671.319409068,-1229371.3194090677,-29.03109182935647,100
2024-10-19,ROSEVILLE,940000.0,1127095.1302378257,-187095.13023782568,-16.599763872491152,100
2003-02-26,NORTHBRIDGE,740000.0,1431315.7894736843,-691315.7894736843,-48.29931972789116,100
2024-10-31,ROSEVILLE,2050000.0,2642006.756756757,-592006.7567567569,-22.407465660060822,100
2003-02-25,CASTLECRAG,1146000.0,1792499.9999999998,-646499.9999999998,-36.06694560669455,100
2012-02-29,NORTHBRIDGE,597000.0,787453.9877300614,-190453.9877300614,-24.18604651162791,100
2003-02-21,NORTHBRIDGE,1250000.0,1475000.0,-225000.0,-15.254237288135593,100
2011-12-23,ROSEVILLE,8500000.0,13806956.52173913,-5306956.521739131,-38.436830835117775,100
2011-12-23,ROSEVILLE,1100000.0,1345000.0,-245000.0,-18.21561338289963,100
2022-06-09,WILLOUGHBY,1500000.0,1811797.7528089888,-311797.7528089888,-17.209302325581397,100
2003-07-31,ROSEVILLE,1049000.0,1363700.0,-314700.0,-23.076923076923077,100
2003-08-15,NORTHBRIDGE,850000.0,1700000.0,-850000.0,-50.0,100
2022-09-20,WILLOUGHBY,506000.0,768882.8125,-262882.8125,-34.19023136246786,100
2022-09-21,ROSEVILLE,3300000.0,4284019.769357496,-984019.7693574959,-22.969543147208125,100
2003-08-13,ROSEVILLE,397500.0,784735.9154929577,-387235.9154929577,-49.34601664684898,100
2012-08-24,NORTHBRIDGE,1515000.0,2157861.6220735786,-642861.6220735786,-29.791605518051075,100
2003-08-08,WILLOUGHBY,680000.0,831547.3441108544,-151547.34411085444,-18.224740321057595,100
2022-09-23,ROSEVILLE,231000.0,462000.0,-231000.0,-50.0,100
2022-09-26,NORTHBRIDGE,668000.0,978483.6734693878,-310483.6734693878,-31.731104144897255,100
2003-08-06,NORTHBRIDGE,890000.0,1780000.0,-890000.0,-50.0,100
2012-08-23,WILLOUGHBY,324100.0,430590.0,-106490.0,-24.731182795698924,100
2012-08-23,NORTHBRIDGE,270386.0,465180.2150537634,-194794.21505376342,-41.87499999999999,100
2012-08-22,ROSEVILLE,525000.0,718060.4982206406,-193060.49822064058,-26.886383347788378,100
2003-07-31,NORTH WILLOUGHBY,930000.0,1860000.0,-930000.0,-50.0,100
2022-10-07,ROSEVILLE,335500.0,671000.0,-335500.0,-50.0,100
2022-09-15,WILLOUGHBY,780000.0,1115739.1304347825,-335739.1304347825,-30.091185410334337,100
2003-07-25,ROSEVILLE,320000.0,640000.0,-320000.0,-50.0,100
2022-10-07,ROSEVILLE,335500.0,671000.0,-335500.0,-50.0,100
2003-07-21,NORTHBRIDGE,446000.0,797224.9999999999,-351224.9999999999,-44.055944055944046,100
2003-07-20,ROSEVILLE,460000.0,920000.0,-460000.0,-50.0,100
2003-07-15,ROSEVILLE,1015000.0,1447366.6666666667,-432366.66666666674,-29.87264226986942,100
2003-07-14,WILLOUGHBY,851000.0,1057500.0,-206500.0,-19.527186761229316,100
2003-07-12,ROSEVILLE,1020000.0,1633092.3694779116,-613092.3694779116,-37.541806020066886,100
2003-07-11,WILLOUGHBY,980000.0,1180454.5454545454,-200454.5454545454,-16.981132075471695,100
2003-07-10,ROSEVILLE,335000.0,670000.0,-335000.0,-50.0,100
2003-07-10,WILLOUGHBY,866000.0,1237500.0,-371500.0,-30.02020202020202,100
2012-07-24,ROSEVILLE,625000.0,875111.0781990521,-250111.07819905214,-28.580495028559337,100
2012-07-20,NORTH WILLOUGHBY,250000.0,294371.7277486911,-44371.727748691104,-15.073365940417965,100
2003-07-07,WILLOUGHBY,140000.0,280000.0,-140000.0,-50.0,100
2011-11-29,ROSEVILLE,165000.0,330000.0,-165000.0,-50.0,100
2003-08-19,NORTHBRIDGE,2000000.0,2447826.086956522,-447826.08695652196,-18.294849023090592,100
2023-03-31,NORTH WILLOUGHBY,640000.0,769099.8363338788,-129099.8363338788,-16.785835886959475,100
2011-11-23,CASTLE COVE,2125000.0,2643411.4583333335,-518411.4583333335,-19.61145536761012,100
2003-09-18,WILLOUGHBY,1251000.0,1775500.0,-524500.0,-29.540974373415942,100
2022-06-17,NORTHBRIDGE,1100000.0,1490874.9329039184,-390874.93290391844,-26.21782178217822,100
2003-09-17,NORTHBRIDGE,1400000.0,2157500.0,-757500.0,-35.11008111239861,100
2022-06-17,NORTHBRIDGE,1000000.0,1484416.6666666665,-484416.6666666665,-32.63346993768595,100
2012-09-07,ROSEVILLE,440000.0,685457.1428571428,-245457.14285714284,-35.809261806510776,100
2012-09-04,NORTHBRIDGE,1400000.0,2800000.0,-1400000.0,-50.0,100
2011-11-17,NORTH WILLOUGHBY,510000.0,625161.2903225806,-115161.29032258061,-18.421052631578945,100
2003-09-10,NORTHBRIDGE,2800000.0,3334253.44,-534253.44,-16.023180289498328,100
2022-06-29,WILLOUGHBY,1250000.0,2500000.0,-1250000.0,-50.0,100
2022-07-01,WILLOUGHBY,3670000.0,6102765.151515152,-2432765.1515151523,-39.86332574031891,100
2022-07-08,NORTHBRIDGE,3700000.0,5285714.285714286,-1585714.2857142864,-30.00000000000001,100
2012-08-31,CASTLECRAG,1305000.0,1777881.9188191881,-472881.91881918814,-26.598049837486453,100
2003-09-08,NORTHBRIDGE,510000.0,1020000.0,-510000.0,-50.0,100
2022-08-19,NORTH WILLOUGHBY,1015000.0,1287948.1907894737,-272948.1907894737,-21.192482177576153,100
2003-08-19,WILLOUGHBY,710000.0,928593.9393939395,-218593.93939393945,-23.54031510658017,100
2003-09-02,ROSEVILLE,598000.0,1196000.0,-598000.0,-50.0,100
2003-09-01,CASTLE COVE,420000.0,840000.0,-420000.0,-50.0,100
2011-11-24,MIDDLE COVE,1200000.0,1715100.0,-515100.0,-30.03323421374847,100
2011-11-28,WILLOUGHBY,150000.0,300000.0,-150000.0,-50.0,100
2011-11-28,CASTLE COVE,1360000.0,1914511.0410094636,-554511.0410094636,-28.963585434173666,100
2003-08-28,CASTLECRAG,1111000.0,1446041.0842863193,-335041.0842863193,-23.169541164985354,100
2003-08-26,NORTHBRIDGE,400000.0,800000.0,-400000.0,-50.0,100
2022-09-13,NORTHBRIDGE,470000.0,940000.0,-470000.0,-50.0,100
2012-08-27,ROSEVILLE,1100000.0,1366559.4059405942,-266559.40594059415,-19.505877664873488,100
2003-08-23,ROSEVILLE,440000.0,635336.3228699551,-195336.3228699551,-30.745341614906824,100
2022-09-14,CASTLECRAG,3540000.0,4723105.263157895,-1183105.2631578948,-25.04930966469428,100
2003-08-21,NORTHBRIDGE,625000.0,1250000.0,-625000.0,-50.0,100
2003-08-21,WILLOUGHBY EAST,650000.0,920000.0,-270000.0,-29.347826086956523,100
2012-07-16,NORTHBRIDGE,1120000.0,1422400.0,-302400.0,-21.25984251968504,100
2003-07-03,ROSEVILLE,940000.0,1510000.0,-570000.0,-37.74834437086093,100
2012-07-13,NORTHBRIDGE,975000.0,1950000.0,-975000.0,-50.0,100
2023-02-23,WILLOUGHBY EAST,3650000.0,4478054.089042098,-828054.0890420983,-18.49138202837625,100
2003-06-10,ROSEVILLE,370000.0,659490.7407407408,-289490.7407407408,-43.8961038961039,100
2003-06-05,NORTHBRIDGE,715000.0,1057500.0,-342500.0,-32.38770685579196,100
2012-06-13,NORTH WILLOUGHBY,1120000.0,1474307.6923076923,-354307.69230769225,-24.032140248356463,100
2023-02-14,WILLOUGHBY,850000.0,1029822.9263746506,-179822.92637465056,-17.461538461538463,100
2003-06-04,CASTLECRAG,1000000.0,2000000.0,-1000000.0,-50.0,100
2003-06-04,ROSEVILLE,868000.0,1736000.0,-868000.0,-50.0,100
2023-02-17,MIDDLE COVE,5200000.0,6278723.404255319,-1078723.4042553194,-17.18061674008811,100
2011-12-19,WILLOUGHBY,165000.0,330000.0,-165000.0,-50.0,100
2023-02-17,CASTLECRAG,3965000.0,5107140.277777778,-1142140.277777778,-22.3635971533319,100
2023-02-18,WILLOUGHBY,485000.0,661543.1596091206,-176543.15960912057,-26.68656716417911,100
2023-02-20,NORTHBRIDGE,1300000.0,1606428.5714285714,-306428.57142857136,-19.075144508670515,100
2003-05-30,ROSEVILLE,725000.0,1120018.3823529412,-395018.3823529412,-35.26891956211328,100
2023-02-22,ROSEVILLE,2830000.0,3712628.7023977432,-882628.7023977432,-23.773686332482193,100
2023-02-25,WILLOUGHBY EAST,5240000.0,6464935.064935065,-1224935.0649350649,-18.947368421052634,100
2022-11-10,CASTLE COVE,2900000.0,3877211.0849056607,-977211.0849056607,-25.2039691289967,100
2023-02-27,NORTH WILLOUGHBY,3939999.0,4740916.829508197,-800917.8295081966,-16.893732970027244,100
2023-03-03,CASTLECRAG,4150000.0,4948560.606060606,-798560.6060606064,-16.137229987293527,100
2011-12-20,ROSEVILLE,421000.0,550850.6024096385,-129850.60240963846,-23.57274401473295,100
2023-03-04,MIDDLE COVE,2610000.0,3164625.0,-554625.0,-17.525773195876287,100
2023-03-06,NORTH WILLOUGHBY,3300000.0,3938709.6774193547,-638709.6774193547,-16.21621621621621,100
2003-05-29,WILLOUGHBY,11860000.0,19999215.686274506,-8139215.686274506,-40.69767441860464,100
2011-12-21,ROSEVILLE,1360000.0,2369850.7462686566,-1009850.7462686566,-42.612419700214126,100
2011-12-22,ROSEVILLE,80000.0,160000.0,-80000.0,-50.0,100
2023-03-24,WILLOUGHBY,273000.0,546000.0,-273000.0,-50.0,100
